,puma,BABS_UnEmp_Total,BABS_UnEmp_M,BABS_UnEmp_F,HS_UnEmp_Total,HS_UnEmp_M,HS_UnEmp_F,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
145,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.11331024245423058,0.051266213712168,0.36318407960199006,0.09130434782608696,0.13191371681415928,0.05435329642677403,0.09242618741976893,0.07906114885731934,0.12256267409470752
146,Capital Region,0.19654231119199272,0.0,0.5070422535211268,0.06676899462778205,0.0,0.12100139082058414,0.0,0.0,#DIV/0!
147,Central NY,0.0,0.0,0.0,0.19735819735819735,0.362339514978602,0.0,0.0,0.0,#DIV/0!
148,Finger Lakes,0.0,0.0,0.0,0.03228825456247075,0.0,0.06491063029162747,0.5521172638436482,0.5521172638436482,#DIV/0!
149,Long Island,0.02415762063123549,0.009571033210332104,0.0415691672401927,0.04670857165955899,0.043833447295497895,0.05039188566159521,0.036223147742218326,0.01984496124031008,0.07572924457741212
150,Mid-Hudson,0.025172521957340026,0.0,0.043337383556095586,0.05281438680776472,0.019141465624646054,0.09803772436872528,0.07353408970416711,0.037677623080235395,0.17491883116883117
151,Mohawk Valley,0.2198581560283688,0.7045454545454546,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
152,New York City,0.04039408866995074,0.024139164900498198,0.055234457455897876,0.04618011238376237,0.04407935581315616,0.049282859801828435,0.04690258048247457,0.01843128576396573,0.1033402268596854
153,North Country,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
154,Southern Tier,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
155,Western NY,0.11314475873544093,0.1568627450980392,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
