,puma,BABS_Poverty_Total,BABS_Poverty_M,BABS_Poverty_F,HS_Poverty_Total,HS_Poverty_M,HS_Poverty_F,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
114,NYC-Brooklyn Community District 4--Bushwick PUMA,0.0,0.0,0.0,0.3337616447157083,0.29061140956766435,0.40656020716443675,0.5834424083769634,0.3136604774535809,0.8462532299741602
115,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.36097560975609755,0.0,1.0,0.0,0.0,#DIV/0!
116,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.0,0.0,0.0,0.31586402266288954,0.35714285714285715,0.25,1.0,1.0,1.0
117,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",0.0,0.0,0.0,0.23333333333333334,0.1262908777969019,0.39269698910954515,0.4199655765920826,0.4897713598074609,0.24471299093655588
118,Erie County (Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
119,Livingston & Wyoming Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
120,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.49432739059967584,0.0,1.0
121,Niagara County (North & East) PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
122,Westchester County (Southwest)--Yonkers City PUMA,0.0,0.0,0.0,0.2973958988552019,0.14833333333333334,0.3877551020408163,0.3409166945466711,0.2360335195530726,0.6087990487514863
123,Sullivan & Ulster (West) Counties PUMA,0.0,0.0,0.0,0.20216606498194944,1.0,0.12648221343873517,#DIV/0!,#DIV/0!,#DIV/0!
124,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",0.0,0.0,0.0,0.17045454545454544,0.22486772486772486,0.0,0.5451219512195122,0.1961206896551724,1.0
125,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,0.38613861386138615,0.4838709677419355,0.0,0.26362038664323373,0.449438202247191,0.0,0.26681614349775784,0.26681614349775784,#DIV/0!
126,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",0.34759358288770054,0.28370786516853935,0.3675438596491228,0.2577235772357724,0.19362745098039216,0.3631720430107527,0.4959448499594485,0.43515237420269315,0.5772511848341232
127,NYC-Manhattan Community District 11--East Harlem PUMA,0.20472972972972972,0.0,0.21458923512747877,0.4797274275979557,0.19900187149095447,0.8175675675675675,0.49299719887955185,#DIV/0!,0.49299719887955185
128,Westchester County (Southeast) PUMA,0.0,0.0,0.0,0.2786097767730997,0.15206185567010308,0.377453447408153,0.16981132075471697,0.15616748396831384,0.1971299093655589
129,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,1.0,#DIV/0!,#DIV/0!,#DIV/0!
130,Erie County (Northeast) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
131,Monroe County (Central)--Greece & Gates Towns PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,0.246875,0.0,1.0,0.5164681149264191,0.6533333333333333,0.36484490398818314,0.6827225130890052,0.8759398496240601,0.4397163120567376
133,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,0.0,0.0,0.1600547195622435,0.15321701199563795,0.17155963302752295,1.0,#DIV/0!,1.0
134,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.0800252047889099,0.02321981424148607,0.11902231668437832,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
135,Albany County (East Central)--Albany City PUMA,0.5818181818181818,0.0,1.0,0.7355769230769231,0.5454545454545454,1.0,#DIV/0!,#DIV/0!,#DIV/0!
136,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.14865671641791045,0.0,0.2878612716763006,0.22392457277548616,0.36363636363636365,0.10323997803404723,0.0,#DIV/0!,0.0
137,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,0.0,0.0,0.0,0.3734301709789681,0.2521382965907722,0.5781980882652024,0.3950905902980713,0.5428296438883542,0.16666666666666666
138,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.05572139303482587,0.0,0.12334801762114538,0.17442602040816327,0.1632903621853898,0.1864631718646317,0.20118929633300298,0.10048361096184846,0.36192109777015435
139,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.21399839098954143,0.2210796915167095,0.2021505376344086,0.1857379767827529,0.0,0.26229508196721313,0.28102189781021897,1.0,0.1581196581196581
140,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",0.22354694485842028,0.2423500611995104,0.19428571428571428,0.31462435106278774,0.3515376458112407,0.2687321467809273,0.5544200306591722,0.3722794959908362,0.7011070110701108
141,NYC-Manhattan Community District 8--Upper East Side PUMA,0.0,0.0,0.0,0.08633761411109392,0.0,0.24041361482119775,#DIV/0!,#DIV/0!,#DIV/0!
142,Orange County (Northeast)--Greater Newburgh City PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.44664031620553357,0.30434782608695654,1.0
143,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",0.0,0.0,0.0,0.2383879781420765,0.09768009768009768,0.4170542635658915,1.0,#DIV/0!,1.0
144,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.0,0.0,0.0,0.051075268817204304,0.0,0.14977477477477477,0.578563995837669,0.0,0.7942857142857143
145,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.17615042058386937,0.2198888202594194,0.0,0.1827919834139599,0.012928759894459104,0.3143908421913328,0.34886649874055414,0.3451300665456745,0.3543516873889876
146,Capital Region,0.08735213830755233,0.0,0.22535211267605634,0.182078853046595,0.1541095890410959,0.20221948212083848,0.1541095890410959,0.1541095890410959,#DIV/0!
147,Central NY,0.3498312710911136,0.27121464226289516,0.5138888888888888,0.6256263421617753,0.8631319358816276,0.29692832764505117,0.0,0.0,#DIV/0!
148,Finger Lakes,0.0,0.0,0.0,0.24042815973651707,0.31564245810055863,0.18081180811808117,0.37771345875542695,0.4250814332247557,0.0
149,Long Island,0.11299077733860342,0.08697960917587086,0.13861282560937335,0.12361974869907348,0.08264887063655031,0.16978367331199629,0.3130598351845217,0.3108193498560696,0.31700680272108844
150,Mid-Hudson,0.03817741635110808,0.0,0.060152582159624414,0.2400185954933275,0.1490669472285287,0.32875898211680804,0.26786713939167756,0.26370703764320785,0.2768753691671589
151,Mohawk Valley,0.0,0.0,0.0,0.39766081871345027,0.35714285714285715,0.43942992874109266,1.0,1.0,1.0
152,New York City,0.10540014537951087,0.1048738905881763,0.10586240310077519,0.28854512567155316,0.22613954253743623,0.3638611403491351,0.45764586741450497,0.4099392361111111,0.5220160316240254
153,North Country,0.0,0.0,0.0,0.288961038961039,0.0,0.536144578313253,#DIV/0!,#DIV/0!,#DIV/0!
154,Southern Tier,0.5166204986149584,0.5958451369216242,0.2987012987012987,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
155,Western NY,0.18469217970049917,0.13494809688581316,0.31343283582089554,0.46877912395153776,0.18736842105263157,0.6923076923076923,0.6009852216748769,0.6009852216748769,#DIV/0!
