,puma,BABS_UnEmp_Total,BABS_UnEmp_M,BABS_UnEmp_F,HS_UnEmp_Total,HS_UnEmp_M,HS_UnEmp_F,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
105,Suffolk County (Northwest)--Huntington Town (South) PUMA,7.245796637309848,12.718204488778055,2.1621621621621623,5.206463195691203,7.705934455270151,0.0,#DIV/0!,#DIV/0!,#DIV/0!
106,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.4377912724191499,0.9024745269286754,0.0,6.375968992248062,0.0,14.819819819819822,0.0,0.0,0.0
107,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,4.426831625749082,9.54763393787784,0.0,7.020225776105363,2.1858962174491543,14.862781375269812,0.0,0.0,0.0
108,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,4.5501766050280485,1.501194131695667,9.298618490967057,4.546200558017397,2.655650634405429,6.915680473372782,0.0,0.0,0.0
109,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Suffolk County (Southwest)--Islip Town (South) PUMA,0.0,0.0,0.0,4.199475065616798,0.0,9.846153846153847,41.104294478527606,41.104294478527606,#DIV/0!
111,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",1.4453961456102784,0.0,1.9672131147540985,4.645827358761113,8.952749378281293,0.0,0.0,0.0,0.0
112,Ulster County (East) PUMA,0.0,0.0,0.0,8.845208845208845,0.0,24.94226327944573,0.0,0.0,#DIV/0!
113,NYC-Manhattan Community District 10--Central Harlem PUMA,2.5747040030069535,5.670529801324503,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
114,NYC-Brooklyn Community District 4--Bushwick PUMA,2.516388242757454,0.0,5.629139072847682,2.559290223511346,0.0,8.347245409015025,2.5151225724291626,0.0,6.215578284815106
115,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",7.338075627105953,0.0,11.149032992036405,6.170154933405817,0.0,17.157974300831444,0.0,0.0,0.0
116,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.0,0.0,0.0,5.814717477003942,10.65623118603251,0.0,0.0,0.0,0.0
117,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",7.860975040821088,2.844551282051282,14.852037967615859,6.106519742883379,5.861828332170272,6.577181208053691,9.2630712227254,4.0184453227931485,18.00219538968167
118,Erie County (Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Livingston & Wyoming Counties PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,100.0,100.0,#DIV/0!
120,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,4.236778846153847,3.14228255404726,5.862584017923824,7.605070046697798,4.186893203883495,11.777777777777777,0.0,0.0,0.0
121,Niagara County (North & East) PUMA,0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
122,Westchester County (Southwest)--Yonkers City PUMA,2.8977108084613157,2.9134785167745734,2.882420091324201,7.106741573033708,3.073692248949981,10.988607129731715,2.993148214929679,3.812586127698668,0.0
123,Sullivan & Ulster (West) Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
124,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",0.0,0.0,0.0,7.00746697300402,3.4048257372654156,16.008037508372404,0.0,0.0,0.0
125,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,5.30487380935827,4.950367410081217,5.719891337156656,3.1098609157680888,1.4750608272506083,4.837672774027644,3.494962216624685,2.086677367576244,8.625730994152047
126,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",0.0,0.0,0.0,11.135410971386914,16.358768406961175,0.0,2.542122376588827,0.0,6.635802469135803
127,NYC-Manhattan Community District 11--East Harlem PUMA,8.152958152958153,4.447045055588063,9.804432855280313,6.0,9.764918625678119,0.0,0.0,0.0,0.0
128,Westchester County (Southeast) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,2.1339816315505136,0.0,7.516650808753568
129,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,0.0,0.0,0.0,31.95402298850575,67.8048780487805,0.0,30.810810810810814,0.0,100.0
130,Erie County (Northeast) PUMA,18.133333333333333,19.91215226939971,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0
131,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,0.0,0.0,2.5724785626786444,3.3707865168539324,0.0,0.0,#DIV/0!,0.0
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,3.2530284469851645,0.0,6.0922763191435125,12.725581395348836,12.68983268983269,12.818791946308725,20.463320463320464,13.200000000000001,33.57400722021661
133,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
134,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135,Albany County (East Central)--Albany City PUMA,13.764162819974821,0.0,29.981718464351005,8.463035019455253,0.0,21.641791044776117,0.0,0.0,0.0
136,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",5.774081396141523,1.1138776045079282,10.826939471440749,10.061839732027828,10.233516483516484,9.840895698291103,0.0,0.0,0.0
137,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,5.666847139505505,0.0,8.54189336235038,1.0357061112382695,0.5661267494889133,2.290878520386717,0.0,0.0,0.0
138,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.0,0.0,0.0,5.0,0.0,11.859582542694497,12.31909636427815,0.0,39.16947250280584
139,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",3.3439101781791556,0.0,6.705824767498776,0.0,0.0,0.0,66.55405405405406,0.0,76.953125
140,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",7.937039517749497,0.0,18.147013782542114,5.832285520843408,7.566393853348923,3.4466911764705883,6.523765144454799,0.0,22.838499184339316
141,NYC-Manhattan Community District 8--Upper East Side PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
142,Orange County (Northeast)--Greater Newburgh City PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
143,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",1.647957965130165,0.0,3.0131004366812224,5.922944220816561,8.072100313479623,0.0,0.0,0.0,0.0
144,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,1.3892994383683122,1.9230769230769231,0.0,5.017361111111112,5.053122570614148,4.944765912677538,0.0,0.0,0.0
145,Suffolk County (Central)--Islip Town (Northwest) PUMA,7.131734662099035,3.417044051049815,18.67007672634271,6.706018966518289,9.20138888888889,4.194174757281553,9.183673469387756,7.833537331701345,12.256267409470752
146,Capital Region,5.395355896190621,0.5239933811362383,11.35673304083699,5.144586415601883,6.608328304164152,3.3029612756264237,0.0,0.0,0.0
147,Central NY,2.3721012568596214,0.0,4.2271293375394325,10.917376659401624,13.354158531823506,8.4070796460177,7.329842931937172,9.230769230769232,0.0
148,Finger Lakes,4.80884109916368,6.945404284727022,1.9031954887218046,6.894305917379978,8.202301831739343,5.132124918104389,16.58512720156556,24.008498583569406,0.0
149,Long Island,2.950335017508148,1.2055455093429777,4.860529455062311,3.870533696349168,3.9525183293214012,3.7609315122334674,4.744555767160719,2.6553468208092483,9.342698118208324
150,Mid-Hudson,3.790792794360804,2.9495614035087723,4.555574015617212,3.7742340575596502,1.4225991759150651,6.916646571818985,7.14711137581894,4.783625730994152,13.456134873556042
151,Mohawk Valley,7.699757869249395,6.70995670995671,8.501314636283961,7.208073041806824,8.797216699801194,5.72093023255814,0.0,0.0,0.0
152,New York City,3.7494885047135758,2.8556724795085264,4.59525814404123,4.641773760353342,4.260110103895029,5.194392668996063,4.07997694204554,1.693201096176432,8.599759058474653
153,North Country,0.0,0.0,0.0,2.7874564459930316,5.818181818181818,0.0,0.0,0.0,0.0
154,Southern Tier,5.910735826296743,2.962591011800151,9.286946520989074,12.702795995857786,18.598382749326145,6.510969568294408,0.0,0.0,0.0
155,Western NY,2.535969361349757,3.11284046692607,1.5173203549957057,3.530177322271027,6.235632183908046,0.0,3.5098522167487682,0.0,15.240641711229946
